state,route_name,route_link,busname,bustype,departing_time,duration,reaching_time,star_rating,price,seats_available
Himachal Pradesh,Shimla to Chandigarh,https://www.redbus.in/bus-tickets/shimla-to-chandigarh,HRTC - 109,A/C Executive (2+3),09:12,04h 28m,13:40,4.8,257,34
Himachal Pradesh,Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,RSRTC - 192348,Super Luxury Volvo AC Seater Pushback 2+2,17:47,08h 13m,02:00,3.5,925,19
Himachal Pradesh,Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,Bedi Travels,Volvo A/C Semi Sleeper (2+2),23:00,06h 30m,05:30,4.8,774,16
Himachal Pradesh,Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,Zingbus Plus,Bharat Benz A/C Semi Sleeper (2+2),21:50,07h 20m,05:10,4.5,781,32
Himachal Pradesh,Solan to Delhi,https://www.redbus.in/bus-tickets/solan-to-delhi,Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),11:35,07h 55m,19:30,4.3,699,12
Himachal Pradesh,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,HRTC - 127,Himsuta AC Seater Volvo/Scania 2+2,15:40,06h 20m,22:00,4.7,784,17
Himachal Pradesh,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,HRTC - 573,Himmani Deluxe 2+2 Non AC Seater,19:40,06h 20m,02:00,2.7,503,21
Himachal Pradesh,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,HRTC - 91,Himsuta AC Seater Volvo/Scania 2+2,22:10,06h 30m,04:40,3.7,784,32
Himachal Pradesh,Chandigarh to Dharamshala (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-dharamshala,Chandigarh Transport Undertaking (CTU) - 165943,,10:45,07h 00m,17:45,3.9,536.2,44
Himachal Pradesh,Shimla to Dehradun,https://www.redbus.in/bus-tickets/shimla-to-dehradun,HRTC - 222,Ordinary 3+2 Non AC Seater,09:30,08h 00m,17:30,2.6,481,37
Himachal Pradesh,Shimla to Dehradun,https://www.redbus.in/bus-tickets/shimla-to-dehradun,HRTC - 220,Ordinary 3+2 Non AC Seater,10:30,08h 30m,19:00,1.3,472,26
Himachal Pradesh,Shimla to Dehradun,https://www.redbus.in/bus-tickets/shimla-to-dehradun,HRTC - 153,Himsuta AC Seater Volvo/Scania 2+2,19:30,08h 45m,04:15,4.2,1008,34
Himachal Pradesh,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,HRTC - 513,Ordinary 3+2 Non AC Seater,10:30,06h 30m,17:00,3.3,346,27
Himachal Pradesh,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,HRTC - 514,Ordinary 3+2 Non AC Seater,11:30,07h 45m,19:15,3.5,347,33
Himachal Pradesh,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,HRTC - 6754,Ordinary 3+2 Non AC Seater,12:00,06h 40m,18:40,3.7,347,40
Himachal Pradesh,Delhi to Nalagarh,https://www.redbus.in/bus-tickets/delhi-to-nalagarh,HRTC - 554,Ordinary 3+2 Non AC Seater,20:00,07h 00m,03:00,3.5,347,37
Himachal Pradesh,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:40,05h 40m,00:20,4.9,699,15
Himachal Pradesh,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,FlixBus,Volvo A/C Semi Sleeper (2+2),18:40,07h 25m,02:05,4.2,891.96,40
Himachal Pradesh,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Laxmi holidays,VE A/C Semi Sleeper (2+2),19:05,04h 50m,23:55,4.5,1100,41
Himachal Pradesh,Kangra to Chandigarh,https://www.redbus.in/bus-tickets/kangra-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:40,05h 50m,01:30,4.8,799,22
Himachal Pradesh,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,HRTC - 775,Ordinary 3+2 Non AC Seater,11:40,13h 50m,01:30,3.5,847,29
Himachal Pradesh,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,HRTC - 751,Ordinary 3+2 Non AC Seater,13:25,15h 35m,05:00,3.5,834,34
Himachal Pradesh,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,HRTC - 725,Ordinary 3+2 Non AC Seater,13:35,15h 25m,05:00,3.5,847,31
Himachal Pradesh,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,HRTC - 724,Ordinary 3+2 Non AC Seater,14:20,15h 10m,05:30,3.5,842,37
Himachal Pradesh,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,HRTC - 776,Ordinary 3+2 Non AC Seater,15:20,14h 10m,05:30,3.8,847,34
Himachal Pradesh,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Himachal Pradesh Tourism Development Corporation (HPTDC) - 49532,AC Seater (2+2),17:30,12h 00m,05:30,4.7,1600,22
Himachal Pradesh,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),21:00,10h 00m,07:00,4.6,1599,26
Himachal Pradesh,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,RS YADAV SMART BUS,Volvo 9600 A/C Semi Sleeper (2+2),17:50,12h 20m,06:10,4.4,999,6
Himachal Pradesh,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,AdG.T.SHolidays,Bharat Benz A/C Semi Sleeper (2+2),17:30,14h 00m,07:30,3.8,899,17
Himachal Pradesh,Manali to Delhi,https://www.redbus.in/bus-tickets/manali-to-delhi,Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),21:40,09h 50m,07:30,4.2,1399,52
Himachal Pradesh,Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla,HRTC - 812,Ordinary 3+2 Non AC Seater,09:20,10h 10m,19:30,2.7,556,34
Himachal Pradesh,Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla,HRTC - 710,Himmani Deluxe 2+2 Non AC Seater,18:20,10h 10m,04:30,3.6,641,23
Himachal Pradesh,Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla,HRTC - 726,Ordinary 3+2 Non AC Seater,19:20,09h 10m,04:30,3.7,583,27
Himachal Pradesh,Manali to Shimla,https://www.redbus.in/bus-tickets/manali-to-shimla,HRTC - 155,,21:00,09h 10m,06:10,3.8,963,8
Himachal Pradesh,Delhi to Chamba (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,HRTC - 531,Ordinary 3+2 Non AC Seater,17:50,16h 10m,10:00,4.1,876,37
Himachal Pradesh,Delhi to Chamba (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,HRTC - 590,A/C Executive (2+3),19:00,15h 15m,10:15,2.8,1062,41
Himachal Pradesh,Delhi to Chamba (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-chamba-himachal-pradesh,HRTC - 84,Himsuta AC Seater Volvo/Scania 2+2,20:15,15h 15m,11:30,3.6,1704,1
Himachal Pradesh,Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,HRTC - 515,Ordinary 3+2 Non AC Seater,12:30,07h 45m,20:15,3.9,409,33
Himachal Pradesh,Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,HRTC - 551,A/C Executive (2+3),15:30,08h 25m,23:55,3.2,529,42
Himachal Pradesh,Delhi to Solan,https://www.redbus.in/bus-tickets/delhi-to-solan,HRTC - 532,Ordinary 3+2 Non AC Seater,17:59,08h 16m,02:15,3.9,409,22
Himachal Pradesh,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,City Land Travels,Volvo A/C Semi Sleeper (2+2),22:15,06h 15m,04:30,3.7,1609,10
Himachal Pradesh,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,GLOBAL HOLIDAYS ADVENTURE TOURS,Volvo A/C Semi Sleeper (2+2),22:25,07h 35m,06:00,4.0,919,26
Himachal Pradesh,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),22:50,05h 25m,04:15,4.9,1199,17
Himachal Pradesh,Chandigarh to Kullu,https://www.redbus.in/bus-tickets/chandigarh-to-kullu,Metahills holidays,Scania A/C Semi Sleeper (2+2),22:51,06h 29m,05:20,3.1,1299,26
Himachal Pradesh,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,HRTC - 1137,Ordinary 3+2 Non AC Seater,14:25,05h 50m,20:15,4.8,390,37
Himachal Pradesh,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,HRTC - 127,Himsuta AC Seater Volvo/Scania 2+2,14:50,06h 50m,21:40,2.8,745,31
Himachal Pradesh,Chandigarh to Kangra,https://www.redbus.in/bus-tickets/chandigarh-to-kangra,HRTC - 1526,Ordinary 3+2 Non AC Seater,15:30,05h 30m,21:00,4.1,390,26
Himachal Pradesh,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 401271,Ordinary 3+2 Non AC Seater,08:45,02h 45m,11:30,3.9,218,37
Himachal Pradesh,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 1567,Ordinary 3+2 Non AC Seater,09:00,02h 50m,11:50,3.4,218,38
Himachal Pradesh,Ghumarwin to Chandigarh,https://www.redbus.in/bus-tickets/ghumarwin-to-chandigarh,HRTC - 1467,Ordinary 3+2 Non AC Seater,12:20,03h 00m,15:20,4.6,218,29
Himachal Pradesh,Chandigarh to Reckong Peo (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,HRTC - 2080051,Himmani Deluxe 2+2 Non AC Seater,16:50,12h 50m,05:40,3.7,840,22
Himachal Pradesh,Chandigarh to Reckong Peo (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,HRTC - 1511,Himmani Deluxe 2+2 Non AC Seater,17:50,12h 45m,06:35,3.5,840,20
Himachal Pradesh,Chandigarh to Reckong Peo (Himachal Pradesh),https://www.redbus.in/bus-tickets/chandigarh-to-reckong-peo-himachal-pradesh,HRTC - 1509,Ordinary 3+2 Non AC Seater,18:00,12h 20m,06:20,2.8,768,29
Himachal Pradesh,Chamba (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,HRTC - 1017,Ordinary 3+2 Non AC Seater,12:50,17h 10m,06:00,3.2,876,37
Himachal Pradesh,Chamba (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,HRTC - 1002,Ordinary 3+2 Non AC Seater,15:00,17h 30m,08:30,4.1,907,37
Himachal Pradesh,Chamba (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/chamba-himachal-pradesh-to-delhi,HRTC - 1024,A/C Executive (2+3),16:20,16h 15m,08:35,3.4,1062,41
Himachal Pradesh,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:15,07h 00m,01:15,4.7,499,24
Himachal Pradesh,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),18:40,06h 40m,01:20,4.8,570,24
Himachal Pradesh,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Northern Travels,Volvo A/C Semi Sleeper (2+2),18:45,06h 15m,01:00,4.6,646,21
Himachal Pradesh,Palampur to Chandigarh,https://www.redbus.in/bus-tickets/palampur-to-chandigarh,Zingbus Plus,,19:00,05h 55m,00:55,5.0,965,27
Himachal Pradesh,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,HRTC - 680,Ordinary 3+2 Non AC Seater,18:18,10h 12m,04:30,3.9,510,33
Himachal Pradesh,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,HRTC - 601,Ordinary 3+2 Non AC Seater,19:15,09h 15m,04:30,3.9,488,37
Himachal Pradesh,Ghumarwin to Delhi,https://www.redbus.in/bus-tickets/ghumarwin-to-delhi,HRTC - 763,Ordinary 3+2 Non AC Seater,19:40,08h 20m,04:00,2.9,488,37
Himachal Pradesh,Kullu to Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla,HRTC - 812,Ordinary 3+2 Non AC Seater,10:54,08h 36m,19:30,3.5,469,39
Himachal Pradesh,Kullu to Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla,HRTC - 710,Himmani Deluxe 2+2 Non AC Seater,19:45,08h 45m,04:30,3.0,545,27
Himachal Pradesh,Kullu to Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla,HRTC - 726,Ordinary 3+2 Non AC Seater,20:45,07h 45m,04:30,3.5,495,27
Himachal Pradesh,Kullu to Shimla,https://www.redbus.in/bus-tickets/kullu-to-shimla,HRTC - 155,,22:30,07h 40m,06:10,4.0,818,32
Himachal Pradesh,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,HRTC - 534,Ordinary 3+2 Non AC Seater,18:05,11h 25m,05:30,4.3,620,35
Himachal Pradesh,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,HRTC - 541,Ordinary 3+2 Non AC Seater,19:14,08h 56m,04:10,4.3,600,37
Himachal Pradesh,Delhi to Sarkaghat,https://www.redbus.in/bus-tickets/delhi-to-sarkaghat,HRTC - 549,A/C Executive (2+3),19:25,11h 20m,06:45,2.7,736,17
Himachal Pradesh,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 514,Ordinary 3+2 Non AC Seater,11:30,11h 00m,22:30,4.1,452,33
Himachal Pradesh,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 1532,Ordinary 3+2 Non AC Seater,14:00,08h 50m,22:50,4.1,462,34
Himachal Pradesh,Delhi to Bilaspur (Himachal Pradesh),https://www.redbus.in/bus-tickets/delhi-to-bilaspur-himachal-pradesh,HRTC - 586,Ordinary 3+2 Non AC Seater,17:40,09h 10m,02:50,4.1,469,37
Himachal Pradesh,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,HRTC - 6753,Ordinary 3+2 Non AC Seater,10:20,07h 10m,17:30,3.7,325,33
Himachal Pradesh,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,HRTC - 6649,Ordinary 3+2 Non AC Seater,13:15,07h 15m,20:30,3.5,325,42
Himachal Pradesh,Baddi (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/baddi-himachal-pradesh-to-delhi,HRTC - 6709,Ordinary 3+2 Non AC Seater,19:30,07h 10m,02:40,3.9,325,34
Himachal Pradesh,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,City Land Travels,Volvo A/C Semi Sleeper (2+2),11:45,03h 20m,15:05,3.6,763,13
Himachal Pradesh,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),14:45,03h 20m,18:05,3.5,853,31
Himachal Pradesh,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,City Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:00,03h 20m,22:20,3.6,853,29
Himachal Pradesh,Sunder Nagar (Himachal Pradesh) to Chandigarh,https://www.redbus.in/bus-tickets/sundernagar-himachal-pradesh-to-chandigarh,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:10,03h 50m,23:00,4.2,899,20
Himachal Pradesh,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,Bharmani Travels,Volvo A/C Semi Sleeper (2+2),21:10,09h 20m,06:30,4.3,699,19
Himachal Pradesh,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,Bedi Travels,Volvo 9600 A/C Semi Sleeper (2+2),19:05,10h 55m,06:00,4.9,630,13
Himachal Pradesh,Palampur to Delhi,https://www.redbus.in/bus-tickets/palampur-to-delhi,BIR BILLING TRAVELS,Volvo A/C Semi Sleeper (2+2),19:30,09h 45m,05:15,4.6,648,16
Himachal Pradesh,Jahu to Delhi,https://www.redbus.in/bus-tickets/jahoo-to-delhi,HRTC - 763,Ordinary 3+2 Non AC Seater,18:00,10h 00m,04:00,4.1,560,37
Himachal Pradesh,Jahu to Delhi,https://www.redbus.in/bus-tickets/jahoo-to-delhi,HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,19:00,09h 30m,04:30,4.7,1083,34
Himachal Pradesh,Jahu to Delhi,https://www.redbus.in/bus-tickets/jahoo-to-delhi,HRTC - 750,A/C Executive (2+3),19:30,10h 30m,06:00,4.1,696,44
Himachal Pradesh,Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,10h 15m,05:45,4.8,713,7
Himachal Pradesh,Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,10h 20m,04:20,4.8,799,9
Himachal Pradesh,Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,Zingbus Plus,Volvo Multi-Axle A/C Semisleeper (2+2),21:40,09h 35m,07:15,4.6,991,29
Himachal Pradesh,Dharamshala (Himachal Pradesh) to Delhi,https://www.redbus.in/bus-tickets/dharamshala-to-delhi,AdRaghukul Holidays,,19:00,10h 00m,05:00,4.3,749,N/A
Himachal Pradesh,Jassur to Chandigarh,https://www.redbus.in/bus-tickets/jassur-to-chandigarh,HRTC - 1402,Ordinary 3+2 Non AC Seater,13:00,08h 00m,21:00,4.2,409,37
Himachal Pradesh,Jassur to Chandigarh,https://www.redbus.in/bus-tickets/jassur-to-chandigarh,HRTC - 1405,Ordinary 3+2 Non AC Seater,14:40,09h 05m,23:45,3.9,488,27
Himachal Pradesh,Jassur to Chandigarh,https://www.redbus.in/bus-tickets/jassur-to-chandigarh,HRTC - 1403,Ordinary 3+2 Non AC Seater,15:40,08h 00m,23:40,3.9,403,37
Himachal Pradesh,Sarkaghat to Delhi,https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,HRTC - 763,Ordinary 3+2 Non AC Seater,17:10,10h 50m,04:00,4.1,600,37
Himachal Pradesh,Sarkaghat to Delhi,https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,HRTC - 1805,Ordinary 3+2 Non AC Seater,18:00,11h 30m,05:30,4.1,615,37
Himachal Pradesh,Sarkaghat to Delhi,https://www.redbus.in/bus-tickets/sarkaghat-to-delhi,HRTC - 700,Himsuta AC Seater Volvo/Scania 2+2,18:30,10h 00m,04:30,4.4,1148,17
Assam,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 170878,Bharat Benz A/C Seater (2+2),10:35,04h 40m,15:15,4.1,298,6
Assam,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 151001,A/C Seater (2+1),14:00,05h 15m,19:15,3.0,298,24
Assam,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 154930,Volvo AC Seater 2+2,15:45,04h 15m,20:00,4.1,298,8
Assam,Tezpur to Guwahati,https://www.redbus.in/bus-tickets/tezpur-to-guwahati,Assam State Transport Corporation (ASTC) - 139847,,16:15,04h 15m,20:30,4.2,298,13
Assam,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,04h 30m,15:00,3.8,298,3
Assam,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,07:45,03h 45m,11:30,4.8,397.08,3
Assam,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),07:45,05h 25m,13:10,3.5,405,8
Assam,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),08:30,05h 00m,13:30,4.3,405,17
Assam,Guwahati to Tezpur,https://www.redbus.in/bus-tickets/guwahati-to-tezpur,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,08:30,04h 00m,12:30,4.5,432.06,12
Assam,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Assam State Transport Corporation (ASTC) - 146078,Bharat Benz A/C Seater (2+2),08:15,02h 45m,11:00,4.2,191,13
Assam,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Assam State Transport Corporation (ASTC) - 154175,NON A/C Seater Push Back (2+1),12:30,03h 30m,16:00,3.8,164,17
Assam,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Orient Transline,A/C Seater (2+1),08:00,02h 10m,10:10,4.8,333.33,23
Assam,Nagaon (Assam) to Guwahati,https://www.redbus.in/bus-tickets/nagaon-to-guwahati,Orient Transline,A/C Seater (2+1),08:50,02h 10m,11:00,4.5,333.33,7
Assam,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 154910,Bharat Benz A/C Seater (2+2),10:30,02h 30m,13:00,4.2,191,3
Assam,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 146146,Bharat Benz A/C Seater (2+2),13:00,03h 00m,16:00,4.2,191,25
Assam,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Assam State Transport Corporation (ASTC) - 146079,Bharat Benz A/C Seater (2+2),14:15,02h 45m,17:00,3.7,191,27
Assam,Guwahati to Nagaon (Assam),https://www.redbus.in/bus-tickets/guwahati-to-nagaon,Chartered Bus - ASTC,Volvo AC Seater Pushback 2+2,07:45,01h 45m,09:30,4.7,283.63,7
Assam,Jorhat to North Lakhimpur,https://www.redbus.in/bus-tickets/jorhat-to-north-lakhimpur,Priyanka,Non AC Seater (2+1),19:00,10h 30m,05:30,4.1,600,28
Assam,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Assam State Transport Corporation (ASTC) - 150574,Bharat Benz A/C Seater (2+2),12:00,07h 00m,19:00,3.7,410,17
Assam,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Rizwan Travels,A/C Seater (2+2),13:30,07h 00m,20:30,2.0,360,30
Assam,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,Maa monosha travels,Non AC Seater (2+2),12:30,07h 00m,19:30,1.7,300,41
Assam,Guwahati to Dhubri,https://www.redbus.in/bus-tickets/guwahati-to-dhubri,SREE CHAITANYA,,17:30,05h 30m,23:00,N/A,300,N/A
Assam,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,SREE CHAITANYA,Non AC Seater (2+2),09:45,06h 15m,16:00,N/A,300,41
Assam,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Yatra,Non AC Seater (2+2),11:15,07h 30m,18:45,2.3,300,41
Assam,Dhubri to Guwahati,https://www.redbus.in/bus-tickets/dhubri-to-guwahati,Yatra,Non AC Seater (2+2),13:15,07h 15m,20:30,2.3,300,41
Assam,North Lakhimpur to Sibsagar (Assam),https://www.redbus.in/bus-tickets/north-lakhimpur-to-sibsagar,Assam State Transport Corporation (ASTC) - 173044,Non AC Seater (2+2),13:00,03h 30m,16:30,3.4,220,22
Assam,North Lakhimpur to Sibsagar (Assam),https://www.redbus.in/bus-tickets/north-lakhimpur-to-sibsagar,Sylvan DEE Transport,Non AC Seater (2+1),18:00,11h 30m,05:30,3.5,660,30
Assam,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Basudev Transline,A/C Seater (2+2),10:00,04h 10m,14:10,3.5,333,39
Assam,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Aniruddha Travels,AC Seater (2+2),11:45,04h 30m,16:15,3.8,475,15
Assam,Jorhat to Dibrugarh,https://www.redbus.in/bus-tickets/jorhat-to-dibrugarh,Atlanta Travels,Volvo A/C Seater (2+2),12:45,03h 30m,16:15,4.1,495,31
Assam,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Assam State Transport Corporation (ASTC) - 154034,A/C Seater (2+1),09:15,05h 45m,15:00,2.9,285,25
Assam,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Aniruddha Travels,AC Seater (2+2),11:45,05h 45m,17:30,4.2,475,15
Assam,Jorhat to Tinsukia,https://www.redbus.in/bus-tickets/jorhat-to-tinsukia,Atlanta Travels,Volvo A/C Seater (2+2),12:45,05h 30m,18:15,5.0,540,31
Assam,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Assam State Transport Corporation (ASTC) - 96880,A/C Seater (2+1),08:00,08h 00m,16:00,3.5,463,4
Assam,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Aniruddha Travels,AC Seater (2+2),07:50,08h 25m,16:15,4.2,570,12
Assam,Tezpur to Dibrugarh,https://www.redbus.in/bus-tickets/tezpur-to-dibrugarh,Aniruddha Travels,NON A/C Seater/ Sleeper (2+1),19:30,08h 30m,04:00,3.6,570,26
Assam,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Yatra Travels,NON A/C Seater (2+1),07:45,04h 55m,12:40,4.2,495,3
Assam,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,Pranjit Travels (Under ASTC),NON A/C Seater (2+1),07:45,07h 15m,15:00,4.1,450,9
Assam,Guwahati to Biswanath Charali,https://www.redbus.in/bus-tickets/guwahati-to-biswanath-charali,BLUE HILL TRAVELS INDIA LIMITED,NON A/C Seater Semi Sleeper (2+1),09:30,05h 30m,15:00,3.7,400,26
